subjects,roi,condition,trial,TR3,TR4,TR5,TR6
tj160529,nacc,neutral,trial17,0.10221,-0.28571,0.57648,0.7576
tj160529,nacc,neutral,trial18,0.25425,0.34073,0.057294,0.62294
tj160529,nacc,neutral,trial2,-0.64369,0.15419,-0.11375,0.30633
tj160529,nacc,neutral,trial3,0.047172,-0.30851,0.20483,-0.046199
tj160529,nacc,neutral,trial4,-0.40864,-0.30499,-0.065143,0.24179
tj160529,nacc,neutral,trial5,-0.058842,0.051413,-0.18675,-0.010522
tj160529,nacc,neutral,trial6,0.42141,-0.53861,0.20213,-0.57915
tj160529,nacc,neutral,trial7,0.28351,-0.5823,-0.01741,-0.070644
tj160529,nacc,neutral,trial8,-0.25992,0.015696,0.16026,0.26085
tj160529,nacc,neutral,trial9,-0.27477,-0.74555,-0.034951,0.086847
ts170927,nacc,drugs,trial1,-0.38352,0.21331,-0.19709,-0.13205
ts170927,nacc,drugs,trial10,0.24791,-0.38599,-0.1603,-0.62995
ts170927,nacc,drugs,trial11,0.19989,0.15035,-0.22048,0.084955
ts170927,nacc,drugs,trial12,0.0015448,-0.047671,0.26903,-0.17741
ts170927,nacc,drugs,trial13,0.16322,0.23796,-0.15802,0.16782
ts170927,nacc,drugs,trial14,0.15088,0.065732,0.01257,0.16854
ts170927,nacc,drugs,trial15,0.078728,0.066676,-0.22963,0.22668
ts170927,nacc,drugs,trial16,0.048656,-0.09692,-0.36918,-0.29894
ts170927,nacc,drugs,trial17,-0.012842,-6.5434e-4,-0.29802,-0.35994
ts170927,nacc,drugs,trial18,0.21787,-0.12858,0.012693,0.0454
ts170927,nacc,drugs,trial2,0.047116,-0.076045,0.082294,0.013268
ts170927,nacc,drugs,trial3,0.56992,0.20693,-0.19301,-0.26532
ts170927,nacc,drugs,trial4,-0.38932,-0.42673,0.058893,-0.10863
ts170927,nacc,drugs,trial5,0.33802,0.21804,-0.017882,0.17518
ts170927,nacc,drugs,trial6,0.022609,0.20415,0.41357,0.12329
ts170927,nacc,drugs,trial7,0.10931,0.13167,0.094913,-0.13653
ts170927,nacc,drugs,trial8,0.34604,-0.033507,0.02272,0.034072
ts170927,nacc,drugs,trial9,-0.060491,-0.1038,-0.10735,0.0035457
ts170927,nacc,food,trial1,0.26592,0.036322,-0.59507,0.34177
ts170927,nacc,food,trial10,0.048779,-0.024048,0.23082,0.12038
ts170927,nacc,food,trial11,-0.07803,0.14108,-0.43804,0.20617
ts170927,nacc,food,trial12,-0.057522,0.31728,0.3005,-0.27446
ts170927,nacc,food,trial13,0.18933,0.017618,-0.18241,-0.28066
ts170927,nacc,food,trial14,-0.056008,-0.27254,0.01627,-0.014941
ts170927,nacc,food,trial15,0.15374,0.38632,0.095435999999999993,-0.024233
ts170927,nacc,food,trial16,0.18476,-0.025779,0.082697,-0.0071509
ts170927,nacc,food,trial17,-0.36054,0.28643,0.049559,0.15654
ts170927,nacc,food,trial18,0.64907,-0.039371,0.34825,-0.2009
ts170927,nacc,food,trial2,-0.091487,0.040664,-0.18754,-0.24386
ts170927,nacc,food,trial3,0.19773,-0.24484,0.18356,0.14408
ts170927,nacc,food,trial4,0.12025,0.3421,-0.80538,-0.2043
ts170927,nacc,food,trial5,-0.0071338,-0.082645,-0.15057,-0.062059
ts170927,nacc,food,trial6,0.17748,0.22818,0.25018,-0.30273
ts170927,nacc,food,trial7,-0.02045,-0.047769,-0.3087,0.021966
ts170927,nacc,food,trial8,0.29162,-0.072957,0.24307,0.45305
ts170927,nacc,food,trial9,0.13497,-0.23638,0.25508,0.28719
ts170927,nacc,neutral,trial1,0.61545,0.33718,0.28246,0.036537
ts170927,nacc,neutral,trial10,-0.091567,0.10474,0.044624,0.38226
ts170927,nacc,neutral,trial11,0.22034,0.15437,0.16528,-0.0040379
ts170927,nacc,neutral,trial12,0.50595,0.1493,-0.092959,0.24847
ts170927,nacc,neutral,trial13,0.41141,0.097936,-0.10519,0.070122
ts170927,nacc,neutral,trial14,0.32313,0.27676,0.1085,-0.18276
ts170927,nacc,neutral,trial15,0.12533,0.34349,-0.17698,-0.021554
ts170927,nacc,neutral,trial16,0.12183,0.093661,0.18354,0.19612
ts170927,nacc,neutral,trial17,0.3853,0.1075,-0.048802,-0.28498
ts170927,nacc,neutral,trial18,0.16438,-0.14975,-0.081013,-0.13017
ts170927,nacc,neutral,trial2,0.10873,0.096247,-0.41768,0.035479
ts170927,nacc,neutral,trial3,-0.0091679,0.23879,0.014701,-0.14793
ts170927,nacc,neutral,trial4,0.28515,-0.12669,-0.030117,0.19509
ts170927,nacc,neutral,trial5,0.0027414,0.02111,-0.074503,-0.023837
ts170927,nacc,neutral,trial6,0.70925,0.6697,0.41366000000000003,0.28444
ts170927,nacc,neutral,trial7,0.24437999999999999,-0.14651,0.10089,0.5665
ts170927,nacc,neutral,trial8,-0.041752,0.013171,-0.5317,0.16391
ts170927,nacc,neutral,trial9,0.38627,0.39764,0.42684,-0.17745
vb170914,nacc,drugs,trial1,0.0016732,-0.065952,-0.086329,0.039172
vb170914,nacc,drugs,trial10,0.057179,-0.12972,-0.032647,0.33094
vb170914,nacc,drugs,trial11,-0.19404,-0.051001,-0.067516,-0.19082
vb170914,nacc,drugs,trial12,0.48292,0.42583,0.29441,0.16332
vb170914,nacc,drugs,trial13,0.16518,-0.023273,-0.27229,-0.14103
vb170914,nacc,drugs,trial14,0.68041,0.92537,0.82036,-0.13615
vb170914,nacc,drugs,trial15,-0.083811,0.037619,-0.30009,0.45466
vb170914,nacc,drugs,trial16,0.4356,0.85173,0.26578,-0.14772
vb170914,nacc,drugs,trial17,-0.049805,0.23173,0.42828,0.30609
vb170914,nacc,drugs,trial18,-0.30053,-0.15513,-0.034747,-0.29625
vb170914,nacc,drugs,trial2,-0.18913,-0.1154,-0.01442,-0.080207
vb170914,nacc,drugs,trial3,-0.0080134,-0.017479,0.30125,0.7624
vb170914,nacc,drugs,trial4,0.16161,0.25693,0.25604,-0.18111
vb170914,nacc,drugs,trial5,0.28711,0.41348,0.1347,-0.42591
vb170914,nacc,drugs,trial6,0.76384,0.29765,-0.032578,-0.026565
vb170914,nacc,drugs,trial7,-0.50557,-0.082802,0.21571,0.54212
vb170914,nacc,drugs,trial8,0.25802,0.045927,0.53185,-0.065728
vb170914,nacc,drugs,trial9,-0.12367,0.067298,-0.13986,0.29392
vb170914,nacc,food,trial1,-0.22338,-0.55669,-0.60321,-0.26775
vb170914,nacc,food,trial10,0.63373,0.64837,-0.1377,-0.33841
vb170914,nacc,food,trial11,-0.0092088,0.14607,0.24923,0.18271
vb170914,nacc,food,trial12,-0.57815,-0.71406,-0.70064,0.061287
vb170914,nacc,food,trial13,0.53029,0.013091,0.071368,-0.0037275
vb170914,nacc,food,trial14,0.23542,0.17017,-0.50472,-0.51623
vb170914,nacc,food,trial15,0.90525,0.1652,0.066874,0.21451
vb170914,nacc,food,trial16,-0.11018,0.19514,0.27263,-0.027952
vb170914,nacc,food,trial17,-0.044062,0.61297,0.9683,0.36407
vb170914,nacc,food,trial18,-0.71367,-0.50389,0.15379,0.21291
vb170914,nacc,food,trial2,-0.099089,-0.29968,-0.42778,-0.38329
vb170914,nacc,food,trial3,0.44031,0.59497,0.57119,0.27883
vb170914,nacc,food,trial4,-0.18858,-0.13835,-0.19719,-0.27755
vb170914,nacc,food,trial5,-0.20558,-0.61234,-0.12159,0.36983
vb170914,nacc,food,trial6,0.27287,0.43926,0.14716,0.010393
vb170914,nacc,food,trial7,-0.17381,0.25375,0.23171,-0.16254
vb170914,nacc,food,trial8,-0.30173,-0.12636,0.39693,0.41468
vb170914,nacc,food,trial9,0.90029,0.2434,-0.27557,-0.22132
vb170914,nacc,neutral,trial1,-0.77242,-0.53983,-0.087047,0.50565
vb170914,nacc,neutral,trial10,0.11629,0.086787,0.050381,0.13848
vb170914,nacc,neutral,trial11,0.11335,-0.090501,-0.52565,-0.7868
vb170914,nacc,neutral,trial12,-0.062551,-0.28664,-0.40581,-0.23075
vb170914,nacc,neutral,trial13,-0.0029532,0.44905,0.031433,-0.40408
vb170914,nacc,neutral,trial14,-0.1207,-0.33567,-0.30012,0.35462
vb170914,nacc,neutral,trial15,3.4603e-4,0.047812,-0.19319,-0.56699
vb170914,nacc,neutral,trial16,-0.28507,0.084852,-0.2548,-0.77608
vb170914,nacc,neutral,trial17,-0.372,-0.45456,-1.426,-0.77209
vb170914,nacc,neutral,trial18,-0.23116,-0.16421,-0.2107,0.10777
vb170914,nacc,neutral,trial2,-0.28222,-0.42539,-0.4157,0.29107
vb170914,nacc,neutral,trial3,-0.11462,0.20284,-0.35525,-0.3648
vb170914,nacc,neutral,trial4,0.033624,0.085577,-0.10452,-0.0071927
vb170914,nacc,neutral,trial5,-0.13758,-0.28921,-0.45232,-0.27357
vb170914,nacc,neutral,trial6,0.20972,0.72917,0.40719,-0.21187
vb170914,nacc,neutral,trial7,0.28484,0.31157,0.26685,0.52707
vb170914,nacc,neutral,trial8,-0.81025,-0.59316,0.091976,-0.22162
vb170914,nacc,neutral,trial9,0.091641,0.17676,-0.13177,0.0087451
wh160130,nacc,drugs,trial1,-0.31523,0.27145,-0.91206,-0.0069599
wh160130,nacc,drugs,trial10,0.67174,0.25211,-0.04835,0.066411
wh160130,nacc,drugs,trial11,0.026301,-0.027459,0.25873,0.49131
wh160130,nacc,drugs,trial12,0.0011126,-0.15223,0.44291,0.074904
wh160130,nacc,drugs,trial13,-0.43036,0.10928,0.26908,0.045758
wh160130,nacc,drugs,trial14,0.31562,-0.22502,0.17187,-0.28964
wh160130,nacc,drugs,trial15,0.297,-0.14018,0.15696,0.98008
wh160130,nacc,drugs,trial16,-0.064072,0.28533,-0.058024,0.20476
wh160130,nacc,drugs,trial17,-0.076112,0.34281,-0.044957,0.094271
wh160130,nacc,drugs,trial18,-0.024922,-0.032225,-0.1922,-0.060543
wh160130,nacc,drugs,trial2,0.22374,0.081524,-0.011369,0.4957
wh160130,nacc,drugs,trial3,-0.061437,0.10301,0.24865,-0.28089
wh160130,nacc,drugs,trial4,-8.0433e-4,-0.18034,0.13977,0.092752
wh160130,nacc,drugs,trial5,0.43444,0.034969,0.17963,0.14772
wh160130,nacc,drugs,trial6,0.076818,-0.1544,0.15062999999999999,-0.069472
wh160130,nacc,drugs,trial7,-0.2497,-0.069306,0.052912,0.025323
wh160130,nacc,drugs,trial8,-0.033113,-0.33998,0.32378,-0.50647
wh160130,nacc,drugs,trial9,0.24221,-0.28246,-0.3144,-0.17837
wh160130,nacc,food,trial1,-0.44853,-0.23423,0.20381,-0.23384
wh160130,nacc,food,trial10,0.11601,-0.59541,0.0083626,-0.0057382
wh160130,nacc,food,trial11,0.30995,0.12541,0.11415,0.12036
wh160130,nacc,food,trial12,-0.27574,0.51807,-0.24133,-0.2389
wh160130,nacc,food,trial13,0.55509,0.28595,-0.043404,-0.27171
wh160130,nacc,food,trial14,-0.29106,-0.14218,0.056306,-0.1598
wh160130,nacc,food,trial15,0.087365,0.014683,-0.2184,0.11341
wh160130,nacc,food,trial16,0.10015,-0.18079,-0.23047,-0.48321
wh160130,nacc,food,trial17,0.25381,-0.32273,-0.28317,0.19718
wh160130,nacc,food,trial18,0.23637,0.61557,-0.79923,-1.0905
wh160130,nacc,food,trial2,0.14572,0.23169,0.36296,-0.37044
wh160130,nacc,food,trial3,0.20491,0.0048424,-0.3621,-0.45821
wh160130,nacc,food,trial4,0.045221,0.0586,-0.235,-0.20916
wh160130,nacc,food,trial5,-0.03896,-0.14116,-0.28052,0.070167
wh160130,nacc,food,trial6,-0.28442,-0.044724,0.13094,-0.072811
wh160130,nacc,food,trial7,0.23865,0.13129,-0.10199,0.018592
wh160130,nacc,food,trial8,-0.21724,0.051931,0.50951,0.40714
wh160130,nacc,food,trial9,0.22436,-0.10473,0.0072448,0.11699
wh160130,nacc,neutral,trial1,-0.099348,0.56621,-0.034765,0.035887
wh160130,nacc,neutral,trial10,0.1328,0.02267,-0.14728,0.17887
wh160130,nacc,neutral,trial11,0.08922,-0.21724,-0.061827,-0.56403
wh160130,nacc,neutral,trial12,0.1964,-0.45945,0.023771,-0.15137
wh160130,nacc,neutral,trial13,0.18796,0.65135,-0.039519,-0.62648
wh160130,nacc,neutral,trial14,-0.17903,0.19747,0.1143,0.13663
wh160130,nacc,neutral,trial15,-0.39282,-0.1301,-0.1835,-0.36548
wh160130,nacc,neutral,trial16,0.1683,-0.31754,-0.108,0.20935
wh160130,nacc,neutral,trial17,0.064262,-0.23849,0.29826,-0.20364
wh160130,nacc,neutral,trial18,0.16601,-0.048492,-0.10028,-0.17764
wh160130,nacc,neutral,trial2,-0.37005,0.59623,0.0036071,0.074651
wh160130,nacc,neutral,trial3,0.39265,-0.50471,0.26537,-0.067627
wh160130,nacc,neutral,trial4,-0.38367,0.11914,0.074753,-0.22065
wh160130,nacc,neutral,trial5,-0.30395,-0.36457,-0.137,0.0075368
wh160130,nacc,neutral,trial6,-0.024899,-0.23042,0.084309,0.077525
wh160130,nacc,neutral,trial7,-0.25661,-0.10775,0.025246,0.16843
wh160130,nacc,neutral,trial8,0.11076,-0.21667,-0.047176,0.2018
wh160130,nacc,neutral,trial9,0.068078,-0.48279,0.29955,0.048462
wr151127,nacc,drugs,trial1,-0.31196,-0.029128,0.22213,0.012748
wr151127,nacc,drugs,trial10,1.2521,-0.56036,0.94821,0.1506
wr151127,nacc,drugs,trial11,-0.35186,-0.079881,-0.5943,-0.34136
wr151127,nacc,drugs,trial12,0.069648,-0.23849,-0.25659,-0.5319
wr151127,nacc,drugs,trial13,-0.13308,0.183,-0.081177,0.35648
wr151127,nacc,drugs,trial14,0.23633,0.076741,0.010289,-0.017285
wr151127,nacc,drugs,trial15,0.58901,0.39207,0.21139,-0.01192
wr151127,nacc,drugs,trial16,-0.29472,0.1306,0.31707,0.54288
wr151127,nacc,drugs,trial17,-0.20223,-0.087866,-0.24429,0.093624
wr151127,nacc,drugs,trial18,-0.21141,-0.30439,-0.88201,-0.52457
wr151127,nacc,drugs,trial2,-0.58984,0.30293,-0.23846,-0.27974
wr151127,nacc,drugs,trial3,0.017062,-0.13001,-0.066927,0.057189
wr151127,nacc,drugs,trial4,0.64573,-0.30571,0.051174,0.074941
wr151127,nacc,drugs,trial5,0.45113,-0.051779,-0.17705,-0.023401
wr151127,nacc,drugs,trial6,-0.10944,-0.58017,0.70899,-0.32052
wr151127,nacc,drugs,trial7,-0.096704,-0.021104,-0.13143,-0.14337
wr151127,nacc,drugs,trial8,-0.36609,-0.23835,9.6867e-4,-0.069356
wr151127,nacc,drugs,trial9,1.2532,-0.1784,0.18463,1.4287
wr151127,nacc,food,trial1,-0.88361,1.3766,-0.74249,0.2169
wr151127,nacc,food,trial10,0.76246,0.42141,0.10206,-0.15946
wr151127,nacc,food,trial11,-0.20571,0.09269,0.16857,0.040353
wr151127,nacc,food,trial12,0.18237,0.12316,0.13372,0.16018
wr151127,nacc,food,trial13,-0.1787,-0.15058,-0.048389,-0.27372
wr151127,nacc,food,trial14,-0.23343,0.19404,-0.39605,-0.14633
wr151127,nacc,food,trial15,-0.036527,-0.10676,-0.088698,-0.29546
wr151127,nacc,food,trial16,0.061921,-0.14459,-0.49628,-0.34679
wr151127,nacc,food,trial17,-0.43448,-0.11192,-0.80933,-0.27766
wr151127,nacc,food,trial18,0.27751,0.13207,-0.44399,0.070955
wr151127,nacc,food,trial2,-0.25351,0.34725,-0.28029,0.33602
wr151127,nacc,food,trial3,0.069519,-0.36185,-0.24803,0.16053
wr151127,nacc,food,trial4,-0.22178,-0.26675,-0.28334,-0.027657
wr151127,nacc,food,trial5,0.12057,-0.23459,-0.1293,0.12111
wr151127,nacc,food,trial6,0.1233,-0.084152,-0.17225,0.12807
wr151127,nacc,food,trial7,-0.30651,-0.24325,0.044012,0.353
wr151127,nacc,food,trial8,-0.40374,-0.08144,-0.43347,-0.18366
wr151127,nacc,food,trial9,-0.16705,-0.19319,-0.19152,-0.43644
wr151127,nacc,neutral,trial1,0.10113,0.24376,0.29954,0.72205
wr151127,nacc,neutral,trial10,-0.13578,0.34138,-0.028896,-0.16578
wr151127,nacc,neutral,trial11,-0.51455,-0.5424,-0.30567,-0.1546
wr151127,nacc,neutral,trial12,0.4366,-0.024648,0.0046201,0.1409
wr151127,nacc,neutral,trial13,0.19808,0.3056,0.25735,-0.45836
wr151127,nacc,neutral,trial14,-0.11074,-0.070428,-0.26504,-0.19892
wr151127,nacc,neutral,trial15,0.33139,0.098472,0.01337,-0.46691
wr151127,nacc,neutral,trial16,-0.097599,-0.22328,0.32286,0.19254
wr151127,nacc,neutral,trial17,-0.35476,-0.0107,-0.32427,-0.14932
wr151127,nacc,neutral,trial18,0.69821,-0.71076,-0.38514,-0.56947
wr151127,nacc,neutral,trial2,-0.11923,0.4056,-0.16355,-0.12372
wr151127,nacc,neutral,trial3,0.058924,-0.17642,-0.15266,0.13316
wr151127,nacc,neutral,trial4,0.072949,-0.29274,-0.57109,-0.32107
wr151127,nacc,neutral,trial5,0.1273,1.4057,-1.1837,0.037483
wr151127,nacc,neutral,trial6,2.9816,0.22527,4.4566,-11.111
wr151127,nacc,neutral,trial7,-1.311,0.068265,0.39995000000000003,0.90917
wr151127,nacc,neutral,trial8,-0.022425,0.025088,-0.10739,-0.078297
wr151127,nacc,neutral,trial9,0.077733,0.15707,-0.15047,-0.13926
zm160627,nacc,drugs,trial1,-0.16664,0.1404,0.18506,-0.13079
zm160627,nacc,drugs,trial10,-0.033206,-0.28499,-0.11603,-0.72575
zm160627,nacc,drugs,trial11,0.11135,0.031738,0.55616,-0.35794
zm160627,nacc,drugs,trial12,-0.016617,-0.1884,-0.03624,-0.81236
zm160627,nacc,drugs,trial13,-0.52497,0.20536,-0.43273,0.31262
zm160627,nacc,drugs,trial14,0.38057,-0.82214,-0.13159,0.29035
zm160627,nacc,drugs,trial15,-0.067843,0.026556,-0.18671,0.5842
zm160627,nacc,drugs,trial16,-0.17629,0.18373,-0.041899,0.0024747
zm160627,nacc,drugs,trial17,0.17344,-0.20433,-0.25041,-0.38086
zm160627,nacc,drugs,trial18,-0.55848,-0.1581,-0.23764,0.22532
zm160627,nacc,drugs,trial2,-0.18884,0.29544,-0.011264,0.12633
zm160627,nacc,drugs,trial3,-0.30171,0.0074577,-0.18942,0.1138
zm160627,nacc,drugs,trial4,-0.090411,-0.06682,0.24288,-0.0015481
zm160627,nacc,drugs,trial5,0.38175,-0.38898,0.069583,-0.26812
zm160627,nacc,drugs,trial6,0.40331,-0.47458,0.14569,0.43594
zm160627,nacc,drugs,trial7,-0.39676,9.3257e-4,-0.25023,0.41452
zm160627,nacc,drugs,trial8,0.10859,0.32411,-0.56176,0.095231
zm160627,nacc,drugs,trial9,0.54963,-0.16042,1.1225,0.15082
zm160627,nacc,food,trial1,-0.49808,-0.067055,-0.33739,0.46668
zm160627,nacc,food,trial10,0.46045,-0.85253,0.27744,-0.3592
zm160627,nacc,food,trial11,-0.16195,0.78327,-0.050871,0.11453
zm160627,nacc,food,trial12,-0.2556,0.54888,-0.13386,0.19243
zm160627,nacc,food,trial13,0.21464,-0.087477,0.38942,-0.024851
zm160627,nacc,food,trial14,-0.29485,0.33568,-0.35876,0.065998
zm160627,nacc,food,trial15,0.81582,0.24327,0.68054,-0.40131
zm160627,nacc,food,trial16,-0.20911,-0.10319,0.26675,-0.52479
zm160627,nacc,food,trial17,0.46979,0.18806,0.0075976,-0.17117
zm160627,nacc,food,trial18,0.30812,-0.30438,0.38518,-0.27689
zm160627,nacc,food,trial2,-0.36668,-0.015926,-0.5715,0.1816
zm160627,nacc,food,trial3,-0.05598,0.054337,0.079073,0.043122
zm160627,nacc,food,trial4,0.066246,-0.29829,0.16994,0.13665
zm160627,nacc,food,trial5,-0.51695,0.4779,-0.36474,0.09696
zm160627,nacc,food,trial6,0.25859,-0.18048,0.078403,-0.069665
zm160627,nacc,food,trial7,-0.36761,0.041058,-0.1514,0.1353
zm160627,nacc,food,trial8,-0.68972,-0.29848,0.030316,0.1154
zm160627,nacc,food,trial9,0.18731,-0.078627,0.14741,-0.6707
zm160627,nacc,neutral,trial1,0.2533,-0.18239,-0.056592,-0.056228
zm160627,nacc,neutral,trial10,-0.1557,0.028998,0.16833,0.28445
zm160627,nacc,neutral,trial11,0.16552,0.0073665,0.28661,0.12135
zm160627,nacc,neutral,trial12,0.054829,0.65811,-0.22293,0.29066
zm160627,nacc,neutral,trial13,-0.34685,-0.22868,-0.0074611,-0.19878
zm160627,nacc,neutral,trial14,0.087562,-0.47017,-0.44665,-0.14383
zm160627,nacc,neutral,trial15,-0.036285,-0.28687,0.36155,-0.20297
zm160627,nacc,neutral,trial16,-0.31742,-0.43054,0.17268,0.35392
zm160627,nacc,neutral,trial17,-0.21163,-0.10951,-0.32681,-0.036486
zm160627,nacc,neutral,trial18,-0.46914,0.45293,-0.47584,0.3634
zm160627,nacc,neutral,trial2,0.26469,0.11114,-0.15024,0.26898
zm160627,nacc,neutral,trial3,-0.0042363,0.071975,-0.20281,-0.26391
zm160627,nacc,neutral,trial4,-0.36414,-0.025514,-0.15273,0.074618
zm160627,nacc,neutral,trial5,-0.14402,0.22204,0.29793,0.041508
zm160627,nacc,neutral,trial6,-0.047076,-0.52809,0.015729,-0.47963
zm160627,nacc,neutral,trial7,0.72558,-0.57449,0.4562,-0.24335
zm160627,nacc,neutral,trial8,-0.34348,0.15569,-0.060591,0.1791
zm160627,nacc,neutral,trial9,0.4781,-0.20333,0.23815,-0.35422
